feature,semantic_type,basis,value_or_bin,development_count,positive_count,negative_count,positive_rate,development_share
_CRACE1,survey_design,exact_values,2,3470,135,3335,0.03890489913544669,0.01321864476511192
_CRACE1,survey_design,exact_values,3,1064,59,1005,0.05545112781954887,0.004053209806939217
_CRACE1,survey_design,exact_values,4,1123,21,1102,0.018699910952804988,0.004277964862023253
_CRACE1,survey_design,exact_values,5,132,6,126,0.045454545454545456,0.0005028418181541134
_CRACE1,survey_design,exact_values,6,1041,38,1003,0.03650336215177714,0.003965593429533576
_CRACE1,survey_design,exact_values,7,1861,64,1797,0.03439011284255777,0.0070893077544303415
_CRACE1,survey_design,exact_values,77,434,12,422,0.027649769585253458,0.0016532829475673122
_CRACE1,survey_design,exact_values,99,1880,70,1810,0.03723404255319149,0.007161686500982827
_CRACE1,survey_design,exact_values,<MISSING>,223672,21964,201708,0.0981973604206159,0.8520578420467185
_CPRACE,survey_design,exact_values,1,27831,811,27020,0.02914016743918652,0.10601962606853886
_CPRACE,survey_design,exact_values,2,3470,135,3335,0.03890489913544669,0.01321864476511192
_CPRACE,survey_design,exact_values,3,1064,59,1005,0.05545112781954887,0.004053209806939217
_CPRACE,survey_design,exact_values,4,1123,21,1102,0.018699910952804988,0.004277964862023253
_CPRACE,survey_design,exact_values,5,132,6,126,0.045454545454545456,0.0005028418181541134
_CPRACE,survey_design,exact_values,6,1041,38,1003,0.03650336215177714,0.003965593429533576
_CPRACE,survey_design,exact_values,7,1861,64,1797,0.03439011284255777,0.0070893077544303415
_CPRACE,survey_design,exact_values,77,434,12,422,0.027649769585253458,0.0016532829475673122
_CPRACE,survey_design,exact_values,99,1880,70,1810,0.03723404255319149,0.007161686500982827
_CPRACE,survey_design,exact_values,<MISSING>,223672,21964,201708,0.0981973604206159,0.8520578420467185
_CLLCPWT,survey_design,sample_quantile_bins,"[-inf, 59.5552]",212,9,203,0.04245283018867924,0.013203786746387643
_CLLCPWT,survey_design,sample_quantile_bins,"[59.5552, 103.91]",214,9,205,0.04205607476635514,0.01332835077229696
_CLLCPWT,survey_design,sample_quantile_bins,"[103.91, 163.116]",237,5,232,0.02109704641350211,0.01476083707025411
_CLLCPWT,survey_design,sample_quantile_bins,"[163.116, 229.216]",226,10,216,0.04424778761061947,0.014075734927752865
_CLLCPWT,survey_design,sample_quantile_bins,"[229.216, 316.761]",215,4,211,0.018604651162790697,0.013390632785251618
_CLLCPWT,survey_design,sample_quantile_bins,"[316.761, 432.592]",233,6,227,0.02575107296137339,0.014511709018435476
_CLLCPWT,survey_design,sample_quantile_bins,"[432.592, 666.257]",221,11,210,0.049773755656108594,0.013764324862979571
_CLLCPWT,survey_design,sample_quantile_bins,"[666.257, 1108.89]",218,5,213,0.022935779816513763,0.013577478824115596
_CLLCPWT,survey_design,sample_quantile_bins,"[1108.89, 2067.65]",213,8,205,0.03755868544600939,0.013266068759342301
_CLLCPWT,survey_design,sample_quantile_bins,"[2067.65, inf]",221,3,218,0.013574660633484163,0.013764324862979571
_CLLCPWT,survey_design,sample_quantile_bins,<MISSING>,13846,1435,12411,0.10364004044489383,0.8623567513702043
_DUALUSE,survey_design,exact_values,1,122026,11884,110142,0.09738908101552128,0.4648467856217715
_DUALUSE,survey_design,exact_values,2,41928,3168,38760,0.0755580995993131,0.1597208466027702
_DUALUSE,survey_design,exact_values,9,98554,8128,90426,0.08247255311808754,0.3754323677754583
_DUALCOR,survey_design,exact_values,0.0794375210079174,396,18,378,0.045454545454545456,0.0015085254544623403
_DUALCOR,survey_design,exact_values,0.0855040225599762,124,4,120,0.03225806451612903,0.0004723665564478035
_DUALCOR,survey_design,exact_values,0.1169015707809,1098,61,1037,0.05555555555555555,0.004182729669191034
_DUALCOR,survey_design,exact_values,0.129251163970047,250,21,229,0.084,0.0009523519283221845
_DUALCOR,survey_design,exact_values,0.142678820817569,233,29,204,0.12446351931330472,0.0008875919971962759
_DUALCOR,survey_design,exact_values,0.174504870020258,685,51,634,0.07445255474452554,0.0026094442836027856
_DUALCOR,survey_design,exact_values,0.178690422681028,446,28,418,0.06278026905829596,0.0016989958401267772
_DUALCOR,survey_design,exact_values,0.181217440804464,380,38,342,0.1,0.0014475749310497205
_DUALCOR,survey_design,exact_values,0.192093758329665,691,57,634,0.0824891461649783,0.002632300729882518
_DUALCOR,survey_design,exact_values,0.196391729411179,457,41,416,0.08971553610503283,0.0017408993249729532
_DUALCOR,survey_design,exact_values,0.197725973843295,370,22,348,0.05945945945945946,0.001409480853916833
_DUALCOR,survey_design,exact_values,0.213428441073126,597,41,556,0.06867671691792294,0.0022742164048333764
_DUALCOR,survey_design,exact_values,0.218331468887123,356,31,325,0.08707865168539326,0.0013561491459307907
_DUALCOR,survey_design,exact_values,0.220445879597817,209,19,190,0.09090909090909091,0.0007961662120773462
_DUALCOR,survey_design,exact_values,0.220785275362796,266,17,249,0.06390977443609022,0.0010133024517348043
_DUALCOR,survey_design,exact_values,0.223165291591483,302,34,268,0.11258278145695365,0.0011504411294131988
_DUALCOR,survey_design,exact_values,0.233947890307348,1224,87,1137,0.07107843137254902,0.004662715041065415
_DUALCOR,survey_design,exact_values,0.236845984321282,743,54,689,0.07267833109017496,0.002830389930973532
_DUALCOR,survey_design,exact_values,0.246067238021974,1046,64,982,0.06118546845124283,0.00398464046810002
_DUALCOR,survey_design,exact_values,0.24712560816136,845,96,749,0.1136094674556213,0.0032189495177289834
_DUALCOR,survey_design,exact_values,0.25063977286922,718,47,671,0.06545961002785515,0.0027351547381413138
_DUALCOR,survey_design,exact_values,0.252353891433423,137,8,129,0.058394160583941604,0.0005218888567205571
_DUALCOR,survey_design,exact_values,0.263855636520504,623,61,562,0.09791332263242375,0.0023732610053788837
_DUALCOR,survey_design,exact_values,0.267357089738993,815,65,750,0.07975460122699386,0.003104667286330321
_DUALCOR,survey_design,exact_values,0.27172877261603,408,39,369,0.09558823529411764,0.001554238347021805
_DUALCOR,survey_design,exact_values,0.273940531924635,531,42,489,0.07909604519774012,0.0020227954957563197
_DUALCOR,survey_design,exact_values,0.279053876383751,1050,77,973,0.07333333333333333,0.003999878098953175
_DUALCOR,survey_design,exact_values,0.288995647480194,531,46,485,0.08662900188323917,0.0020227954957563197
_DUALCOR,survey_design,exact_values,0.289103509991673,505,33,472,0.06534653465346535,0.0019237508952108127
_DUALCOR,survey_design,exact_values,0.306835166844388,630,57,573,0.09047619047619047,0.002399926859371905
_DUALCOR,survey_design,exact_values,0.311697237418096,2109,175,1934,0.08297771455666192,0.008034040867325948
_DUALCOR,survey_design,exact_values,0.312980454578357,455,52,403,0.11428571428571428,0.0017332805095463758
_DUALCOR,survey_design,exact_values,0.319349928771519,511,38,473,0.07436399217221135,0.001946607341490545
_DUALCOR,survey_design,exact_values,0.323562687210434,359,31,328,0.08635097493036212,0.0013675773690706569
_DUALCOR,survey_design,exact_values,0.330232718097855,2408,200,2208,0.08305647840531562,0.00917305377359928
_DUALCOR,survey_design,exact_values,0.33270695442828,1295,91,1204,0.07027027027027027,0.0049331829887089155
_DUALCOR,survey_design,exact_values,0.351999812627133,561,47,514,0.08377896613190731,0.002137077727154982
_DUALCOR,survey_design,exact_values,0.352685973067784,477,42,435,0.0880503144654088,0.001817087479238728
_DUALCOR,survey_design,exact_values,0.369293376489649,684,50,634,0.07309941520467836,0.0026056348758894967
_DUALCOR,survey_design,exact_values,0.373530124144667,1371,120,1251,0.087527352297593,0.005222697974918859
_DUALCOR,survey_design,exact_values,0.373821758591359,1035,85,950,0.0821256038647343,0.003942736983253843
_DUALCOR,survey_design,exact_values,0.385875317868158,948,103,845,0.10864978902953587,0.0036113185121977236
_DUALCOR,survey_design,exact_values,0.394226241947829,2220,128,2092,0.05765765765765766,0.008456885123500998
_DUALCOR,survey_design,exact_values,0.403344890477217,2021,163,1858,0.08065314200890648,0.007698812988556539
_DUALCOR,survey_design,exact_values,0.409940567460395,739,91,648,0.12313937753721245,0.0028151523001203774
_DUALCOR,survey_design,exact_values,0.412940312114685,743,67,676,0.0901749663526245,0.002830389930973532
_DUALCOR,survey_design,exact_values,0.41953354924234,1727,160,1567,0.09264620729588882,0.00657884712084965
_DUALCOR,survey_design,exact_values,0.423990185864861,2093,142,1951,0.0678451982799809,0.007973090343913329
_DUALCOR,survey_design,exact_values,0.427569482547453,927,71,856,0.07659115426105717,0.00353132095021866
_DUALCOR,survey_design,exact_values,0.447805171052848,844,57,787,0.06753554502369669,0.003215140110015695
_DUALCOR,survey_design,exact_values,0.464705227646612,1017,68,949,0.06686332350049164,0.0038741676444146466
_DUALCOR,survey_design,exact_values,0.48259325726128,937,56,881,0.05976520811099253,0.0035694150273515475
_DUALCOR,survey_design,exact_values,0.49980728432298,994,85,909,0.08551307847082495,0.0037865512670090056
_DUALCOR,survey_design,exact_values,0.500192715664925,1129,134,995,0.11868910540301152,0.004300821308302985
_DUALCOR,survey_design,exact_values,0.517406742722334,1298,95,1203,0.07318952234206472,0.004944611211848781
_DUALCOR,survey_design,exact_values,0.535294772363369,1452,108,1344,0.0743801652892562,0.005531259999695248
_DUALCOR,survey_design,exact_values,0.552194828930642,1283,128,1155,0.09976617303195635,0.004887470096149451
_DUALCOR,survey_design,exact_values,0.572430517455714,2428,200,2228,0.08237232289950576,0.009249241927865056
_DUALCOR,survey_design,exact_values,0.576009814135802,1375,53,1322,0.03854545454545454,0.005237935605772014
_DUALCOR,survey_design,exact_values,0.580466450755995,1902,87,1815,0.04574132492113565,0.00724549347067518
_DUALCOR,survey_design,exact_values,0.587059687876626,2061,245,1816,0.11887433284813198,0.007851189297088088
_DUALCOR,survey_design,exact_values,0.590059432549252,1294,184,1110,0.14219474497681608,0.0049293735809956265
_DUALCOR,survey_design,exact_values,0.596655109533678,1351,83,1268,0.0614359733530718,0.005146509820653085
_DUALCOR,survey_design,exact_values,0.605773758054205,3986,305,3681,0.07651781234320121,0.01518429914516891
_DUALCOR,survey_design,exact_values,0.614124682130868,1587,215,1372,0.13547574039067423,0.006045530040989227
_DUALCOR,survey_design,exact_values,0.62617824139921,2096,235,1861,0.11211832061068702,0.007984518567053194
_DUALCOR,survey_design,exact_values,0.626469875850218,2942,344,2598,0.11692726036709722,0.011207277492495466
_DUALCOR,survey_design,exact_values,0.630706623498519,1448,117,1331,0.08080110497237569,0.005516022368842092
_DUALCOR,survey_design,exact_values,0.647314026918325,1057,120,937,0.11352885525070956,0.0040265439529461955
_DUALCOR,survey_design,exact_values,0.648000187371612,1224,117,1107,0.09558823529411764,0.004662715041065415
_DUALCOR,survey_design,exact_values,0.667293045571096,3897,321,3576,0.08237105465742879,0.014845261858686211
_DUALCOR,survey_design,exact_values,0.66976728191594,5684,596,5088,0.10485573539760731,0.021652673442333185
_DUALCOR,survey_design,exact_values,0.676437312814157,957,118,839,0.12330198537095088,0.003645603181617322
_DUALCOR,survey_design,exact_values,0.680650071235916,1367,139,1228,0.10168251645940014,0.0052074603440657044
_DUALCOR,survey_design,exact_values,0.687019545411317,1892,208,1684,0.10993657505285412,0.007207399393542292
_DUALCOR,survey_design,exact_values,0.688302762588734,4170,401,3769,0.0961630695443645,0.015885230164414038
_DUALCOR,survey_design,exact_values,0.693164833168657,1712,142,1570,0.08294392523364486,0.006521706005150319
_DUALCOR,survey_design,exact_values,0.710896489988912,1816,153,1663,0.0842511013215859,0.0069178844073323476
_DUALCOR,survey_design,exact_values,0.711004352517817,1515,138,1377,0.09108910891089109,0.005771252685632438
_DUALCOR,survey_design,exact_values,0.720946123614305,3900,294,3606,0.07538461538461538,0.014856690081826078
_DUALCOR,survey_design,exact_values,0.726059468076322,1771,166,1605,0.09373235460191982,0.0067464610602343544
_DUALCOR,survey_design,exact_values,0.728271227392697,1363,184,1179,0.13499633162142333,0.00519222271321255
_DUALCOR,survey_design,exact_values,0.732642910246319,4370,458,3912,0.10480549199084668,0.016647111707071786
_DUALCOR,survey_design,exact_values,0.736144363494161,2025,237,1788,0.11703703703703704,0.007714050619409694
_DUALCOR,survey_design,exact_values,0.747646108564504,541,30,511,0.05545286506469501,0.002060889572889207
_DUALCOR,survey_design,exact_values,0.74936022713249,1888,147,1741,0.07786016949152542,0.007192161762689137
_DUALCOR,survey_design,exact_values,0.75287439183822,2439,298,2141,0.12218122181221812,0.009291145412711232
_DUALCOR,survey_design,exact_values,0.753932761985053,4014,330,3684,0.08221225710014948,0.015290962561140993
_DUALCOR,survey_design,exact_values,0.7631540156769,2932,340,2592,0.11596180081855388,0.011169183415362579
_DUALCOR,survey_design,exact_values,0.766052109697784,5013,445,4568,0.08876920007979254,0.019096560866716444
_DUALCOR,survey_design,exact_values,0.776834708404772,1426,153,1273,0.10729312762973352,0.00543221539914974
_DUALCOR,survey_design,exact_values,0.779214724656793,1219,88,1131,0.07219031993437244,0.004643668002498972
_DUALCOR,survey_design,exact_values,0.779554120430721,879,84,795,0.09556313993174062,0.0033484693799808005
_DUALCOR,survey_design,exact_values,0.781668531106685,1698,212,1486,0.1248527679623086,0.0064683742971642765
_DUALCOR,survey_design,exact_values,0.786571558917654,2417,219,2198,0.0906081919735209,0.00920733844301888
_DUALCOR,survey_design,exact_values,0.802274026143085,1510,125,1385,0.08278145695364239,0.005752205647065994
_DUALCOR,survey_design,exact_values,0.803608270587378,2181,289,1892,0.1325080238422742,0.008308318222682737
_DUALCOR,survey_design,exact_values,0.807906241674433,4060,483,3577,0.11896551724137931,0.015466195315952275
_DUALCOR,survey_design,exact_values,0.818782559189481,1863,220,1643,0.11808910359634997,0.0070969265698569185
_DUALCOR,survey_design,exact_values,0.821309577307908,2551,248,2303,0.09721677773422187,0.00971779907659957
_DUALCOR,survey_design,exact_values,0.825495129969576,3019,279,2740,0.09241470685657502,0.0115006018864187
_DUALCOR,survey_design,exact_values,0.857321179189541,1863,268,1595,0.1438539989264627,0.0070969265698569185
_DUALCOR,survey_design,exact_values,0.870748836023011,1971,192,1779,0.0974124809741248,0.007508342602892102
_DUALCOR,survey_design,exact_values,0.883098429218877,3730,260,3470,0.06970509383378017,0.014209090770566993
_DUALCOR,survey_design,exact_values,0.914495977442912,1668,117,1551,0.07014388489208633,0.006354092065765615
_DUALCOR,survey_design,exact_values,0.920562478988266,5579,490,5089,0.08782936010037641,0.02125268563243787
_DUALCOR,survey_design,exact_values,<MISSING>,98554,8128,90426,0.08247255311808754,0.3754323677754583
_LLCPWT,survey_design,sample_quantile_bins,"[-inf, 41.1918]",1598,195,1403,0.12202753441802253,0.09952665670154459
_LLCPWT,survey_design,sample_quantile_bins,"[41.1918, 74.1647]",1625,172,1453,0.10584615384615384,0.10120827105132038
_LLCPWT,survey_design,sample_quantile_bins,"[74.1647, 114.42]",1619,162,1457,0.10006176652254478,0.10083457897359242
_LLCPWT,survey_design,sample_quantile_bins,"[114.42, 166.072]",1649,141,1508,0.08550636749545179,0.10270303936223218
_LLCPWT,survey_design,sample_quantile_bins,"[166.072, 229.08]",1624,172,1452,0.10591133004926108,0.10114598903836572
_LLCPWT,survey_design,sample_quantile_bins,"[229.08, 331.309]",1589,150,1439,0.09439899307740718,0.09896611858495266
_LLCPWT,survey_design,sample_quantile_bins,"[331.309, 493.203]",1566,136,1430,0.08684546615581099,0.09753363228699552
_LLCPWT,survey_design,sample_quantile_bins,"[493.203, 779.905]",1577,143,1434,0.09067850348763475,0.09821873442949676
_LLCPWT,survey_design,sample_quantile_bins,"[779.905, 1384.51]",1595,136,1459,0.08526645768025079,0.09933981066268062
_LLCPWT,survey_design,sample_quantile_bins,"[1384.51, inf]",1614,98,1516,0.06071871127633209,0.10052316890881913
_RFHLTH,binary,exact_values,1,213578,12107,201471,0.05668655011283934,0.813605680588782
_RFHLTH,binary,exact_values,2,48219,10971,37248,0.22752441983450508,0.18368583052706966
_RFHLTH,binary,exact_values,9,711,102,609,0.14345991561181434,0.0027084888841482926
_HCVU651,binary,exact_values,1,150613,7037,143576,0.04672239448122008,0.5737463239215567
_HCVU651,binary,exact_values,2,17658,714,16944,0.04043493034318722,0.06726652140125253
_HCVU651,binary,exact_values,9,94237,15429,78808,0.16372550059955218,0.3589871546771908
_RFHYPE5,binary,exact_values,1,156270,5916,150354,0.03785755423305817,0.5952961433556311
_RFHYPE5,binary,exact_values,2,105481,17182,88299,0.16289189522283634,0.40182013500540936
_RFHYPE5,binary,exact_values,9,757,82,675,0.1083223249669749,0.0028837216389595746
_CHOLCHK,categorical,exact_values,1,215975,21702,194273,0.10048385229771964,0.8227368308775351
_CHOLCHK,categorical,exact_values,2,8089,244,7845,0.030164420818395352,0.030814298992792602
_CHOLCHK,categorical,exact_values,3,29404,629,28775,0.021391647394912255,0.11201182440154205
_CHOLCHK,categorical,exact_values,9,9040,605,8435,0.06692477876106195,0.03443704572813019
_RFCHOL,binary,exact_values,1,130645,6799,123846,0.05204179264418845,0.49768007070260717
_RFCHOL,binary,exact_values,2,94805,15231,79574,0.1606560835398977,0.3611508982583388
_RFCHOL,binary,exact_values,9,2062,276,1786,0.1338506304558681,0.007854998704801377
_RFCHOL,binary,exact_values,<MISSING>,34996,874,34122,0.024974282775174307,0.13331403233425268
_LTASTH1,binary,exact_values,1,226520,18719,207801,0.08263729472011301,0.8629070352141649
_LTASTH1,binary,exact_values,2,35181,4345,30836,0.12350416417952872,0.13401877276121107
_LTASTH1,binary,exact_values,9,807,116,691,0.14374225526641884,0.0030741920246240115
_CASTHM1,binary,exact_values,1,237025,19656,217369,0.08292796118552895,0.9029248632422631
_CASTHM1,binary,exact_values,2,23608,3293,20315,0.13948661470687904,0.08993249729532052
_CASTHM1,binary,exact_values,9,1875,231,1644,0.1232,0.007142639462416383
_ASTHMS1,categorical,exact_values,1,23608,3293,20315,0.13948661470687904,0.08993249729532052
_ASTHMS1,categorical,exact_values,2,10505,937,9568,0.0891956211327939,0.04001782802809819
_ASTHMS1,categorical,exact_values,3,226520,18719,207801,0.08263729472011301,0.8629070352141649
_ASTHMS1,categorical,exact_values,9,1875,231,1644,0.1232,0.007142639462416383
_DRDXAR1,binary,exact_values,1,87688,13582,74106,0.15489006477511175,0.33403934356286286
_DRDXAR1,binary,exact_values,2,173319,9430,163889,0.05440834530547718,0.6602427354594907
_DRDXAR1,binary,exact_values,<MISSING>,1501,168,1333,0.11192538307794804,0.005717920977646396
_PRACE1,categorical,exact_values,1,216388,19651,196737,0.09081372349668189,0.8243101162631234
_PRACE1,categorical,exact_values,2,21756,1815,19941,0.08342526199669056,0.08287747421030978
_PRACE1,categorical,exact_values,3,5133,544,4589,0.10598090785115917,0.01955368979231109
_PRACE1,categorical,exact_values,4,6389,231,6158,0.03615589294099233,0.024338305880201746
_PRACE1,categorical,exact_values,5,1703,120,1583,0.07046388725778038,0.00648742133573072
_PRACE1,categorical,exact_values,6,5280,398,4882,0.07537878787878788,0.020113672726164537
_PRACE1,categorical,exact_values,7,674,45,629,0.06676557863501484,0.002567540798756609
_PRACE1,categorical,exact_values,8,5,0,5,0.0,1.9047038566443688e-05
_PRACE1,categorical,exact_values,77,2044,136,1908,0.06653620352250489,0.00778642936596218
_PRACE1,categorical,exact_values,99,3136,240,2896,0.07653061224489796,0.011946302588873482
_MRACE1,categorical,exact_values,1,214025,19364,194661,0.09047541175096367,0.8153084858366221
_MRACE1,categorical,exact_values,2,21178,1767,19411,0.08343564075927849,0.08067563655202889
_MRACE1,categorical,exact_values,3,4656,473,4183,0.1015893470790378,0.017736602313072364
_MRACE1,categorical,exact_values,4,5939,209,5730,0.0351911096144132,0.022624072409221815
_MRACE1,categorical,exact_values,5,1010,71,939,0.0702970297029703,0.0038475017904216254
_MRACE1,categorical,exact_values,6,5144,383,4761,0.0744556765163297,0.019595593277157267
_MRACE1,categorical,exact_values,7,5376,537,4839,0.09988839285714286,0.020479375866640254
_MRACE1,categorical,exact_values,77,2044,136,1908,0.06653620352250489,0.00778642936596218
_MRACE1,categorical,exact_values,99,3136,240,2896,0.07653061224489796,0.011946302588873482
_HISPANC,binary,exact_values,1,21242,1306,19936,0.06148196968270408,0.08091943864567937
_HISPANC,binary,exact_values,2,238841,21639,217202,0.09060002260918351,0.9098427476495955
_HISPANC,binary,exact_values,9,2425,235,2190,0.09690721649484536,0.009237813704725189
_RACE,categorical,exact_values,1,200254,18475,181779,0.09225783255265813,0.762849132216923
_RACE,categorical,exact_values,2,20261,1694,18567,0.0836089038053403,0.07718240967894312
_RACE,categorical,exact_values,3,3846,417,3429,0.10842433697347893,0.014650982065308486
_RACE,categorical,exact_values,4,5737,195,5542,0.03398989018650863,0.02185457205113749
_RACE,categorical,exact_values,5,821,56,765,0.0682095006090134,0.003127523732610054
_RACE,categorical,exact_values,6,1152,118,1034,0.10243055555555555,0.004388437685708626
_RACE,categorical,exact_values,7,4829,491,4338,0.10167736591426796,0.018395629847471315
_RACE,categorical,exact_values,8,21242,1306,19936,0.06148196968270408,0.08091943864567937
_RACE,categorical,exact_values,9,4366,428,3938,0.09803023362345396,0.01663187407621863
_RACEG21,binary,exact_values,1,200254,18475,181779,0.09225783255265813,0.762849132216923
_RACEG21,binary,exact_values,2,57888,4277,53611,0.07388405196241017,0.22051899370685846
_RACEG21,binary,exact_values,9,4366,428,3938,0.09803023362345396,0.01663187407621863
_RACEGR3,categorical,exact_values,1,200254,18475,181779,0.09225783255265813,0.762849132216923
_RACEGR3,categorical,exact_values,2,20261,1694,18567,0.0836089038053403,0.07718240967894312
_RACEGR3,categorical,exact_values,3,11556,786,10770,0.0680166147455867,0.04402151553476465
_RACEGR3,categorical,exact_values,4,4829,491,4338,0.10167736591426796,0.018395629847471315
_RACEGR3,categorical,exact_values,5,21242,1306,19936,0.06148196968270408,0.08091943864567937
_RACEGR3,categorical,exact_values,9,4366,428,3938,0.09803023362345396,0.01663187407621863
_RACE_G1,categorical,exact_values,1,200254,18475,181779,0.09225783255265813,0.762849132216923
_RACE_G1,categorical,exact_values,2,20261,1694,18567,0.0836089038053403,0.07718240967894312
_RACE_G1,categorical,exact_values,3,21242,1306,19936,0.06148196968270408,0.08091943864567937
_RACE_G1,categorical,exact_values,4,11556,786,10770,0.0680166147455867,0.04402151553476465
_RACE_G1,categorical,exact_values,5,4829,491,4338,0.10167736591426796,0.018395629847471315
_RACE_G1,categorical,exact_values,<MISSING>,4366,428,3938,0.09803023362345396,0.01663187407621863
_AGEG5YR,ordinal,exact_values,1,14458,74,14384,0.005118273620141099,0.05507641671872857
_AGEG5YR,ordinal,exact_values,2,11702,91,11611,0.007776448470346949,0.04457768906090481
_AGEG5YR,ordinal,exact_values,3,13725,142,13583,0.01034608378870674,0.05228412086488793
_AGEG5YR,ordinal,exact_values,4,14683,206,14477,0.014029830416127494,0.05593353345421854
_AGEG5YR,ordinal,exact_values,5,15369,356,15013,0.023163510963628082,0.058546787145534615
_AGEG5YR,ordinal,exact_values,6,18004,661,17343,0.036714063541435235,0.06858457647005044
_AGEG5YR,ordinal,exact_values,7,23786,1323,22463,0.05562095350206003,0.09061057186828592
_AGEG5YR,ordinal,exact_values,8,27506,1970,25536,0.07162073729368137,0.10478156856172002
_AGEG5YR,ordinal,exact_values,9,29778,2951,26827,0.09910000671636779,0.11343654288631204
_AGEG5YR,ordinal,exact_values,10,29279,3628,25651,0.12391133576966426,0.11153564843738095
_AGEG5YR,ordinal,exact_values,11,22530,3623,18907,0.16080781180648024,0.08582595578039526
_AGEG5YR,ordinal,exact_values,12,16827,3142,13685,0.18672371783443276,0.06410090359150959
_AGEG5YR,ordinal,exact_values,13,21740,4834,16906,0.22235510579576817,0.08281652368689717
_AGEG5YR,ordinal,exact_values,14,3121,179,2942,0.05735341236783082,0.011889161473174151
_AGE65YR,binary,exact_values,1,169011,7774,161237,0.04599700611202821,0.6438318070306429
_AGE65YR,binary,exact_values,2,90376,15227,75149,0.16848499601664157,0.344279031496183
_AGE65YR,binary,exact_values,3,3121,179,2942,0.05735341236783082,0.011889161473174151
_AGE80,continuous,exact_values,18,2058,9,2049,0.004373177842565598,0.007839761073948223
_AGE80,continuous,exact_values,19,1916,9,1907,0.004697286012526096,0.007298825178661221
_AGE80,continuous,exact_values,20,1893,3,1890,0.001584786053882726,0.007211208801255581
_AGE80,continuous,exact_values,21,2133,19,2114,0.008907641819034223,0.008125466652444877
_AGE80,continuous,exact_values,22,2096,9,2087,0.004293893129770993,0.007984518567053194
_AGE80,continuous,exact_values,23,2150,14,2136,0.0065116279069767444,0.008190226583570786
_AGE80,continuous,exact_values,24,2214,11,2203,0.004968383017163505,0.008434028677221265
_AGE80,continuous,exact_values,25,2411,19,2392,0.007880547490667772,0.009184481996739147
_AGE80,continuous,exact_values,26,2203,15,2188,0.006808896958692692,0.00839212519237509
_AGE80,continuous,exact_values,27,2262,16,2246,0.007073386383731211,0.008616880247459125
_AGE80,continuous,exact_values,28,2447,23,2424,0.00939926440539436,0.009321620674417542
_AGE80,continuous,exact_values,29,2385,18,2367,0.007547169811320755,0.00908543739619364
_AGE80,continuous,exact_values,30,2836,26,2810,0.009167842031029619,0.01080348027488686
_AGE80,continuous,exact_values,31,2492,29,2463,0.011637239165329053,0.009493044021515535
_AGE80,continuous,exact_values,32,2866,23,2843,0.008025122121423587,0.010917762506285523
_AGE80,continuous,exact_values,33,2795,24,2771,0.008586762075134168,0.010647294558642023
_AGE80,continuous,exact_values,34,2763,40,2723,0.014477017734346724,0.010525393511816783
_AGE80,continuous,exact_values,35,3229,29,3200,0.00898110870238464,0.012300577506209335
_AGE80,continuous,exact_values,36,2836,40,2796,0.014104372355430184,0.01080348027488686
_AGE80,continuous,exact_values,37,2861,49,2812,0.017126878713736457,0.010898715467719079
_AGE80,continuous,exact_values,38,3027,35,2992,0.011562603237528906,0.01153107714812501
_AGE80,continuous,exact_values,39,2794,54,2740,0.019327129563350035,0.010643485150928734
_AGE80,continuous,exact_values,40,3302,71,3231,0.02150211992731678,0.012578664269279413
_AGE80,continuous,exact_values,41,2556,42,2514,0.01643192488262911,0.009736846115166014
_AGE80,continuous,exact_values,42,3170,75,3095,0.02365930599369085,0.012075822451125299
_AGE80,continuous,exact_values,43,3225,82,3143,0.025426356589147287,0.01228533987535618
_AGE80,continuous,exact_values,44,3240,92,3148,0.028395061728395062,0.012342480991055511
_AGE80,continuous,exact_values,45,3741,120,3621,0.03207698476343224,0.014250994255413168
_AGE80,continuous,exact_values,46,3513,115,3398,0.0327355536578423,0.013382449296783337
_AGE80,continuous,exact_values,47,3648,138,3510,0.03782894736842105,0.013896719338077316
_AGE80,continuous,exact_values,48,3878,134,3744,0.03455389375966993,0.014772883112133725
_AGE80,continuous,exact_values,49,3889,187,3702,0.04808434044741579,0.014814786596979901
_AGE80,continuous,exact_values,50,4942,224,4718,0.0453257790368272,0.018826092919072942
_AGE80,continuous,exact_values,51,4150,214,3936,0.051566265060240965,0.015809042010148263
_AGE80,continuous,exact_values,52,5054,277,4777,0.05480807281361298,0.01925274658296128
_AGE80,continuous,exact_values,53,4943,284,4659,0.05745498685009104,0.018829902326786233
_AGE80,continuous,exact_values,54,5077,344,4733,0.0677565491431948,0.01934036296036692
_AGE80,continuous,exact_values,55,5734,372,5362,0.064876177188699,0.021843143827997624
_AGE80,continuous,exact_values,56,4999,342,4657,0.06841368273654731,0.019043229158730402
_AGE80,continuous,exact_values,57,5508,394,5114,0.07153231663035585,0.020982217684794368
_AGE80,continuous,exact_values,58,5814,450,5364,0.07739938080495357,0.02214789644506072
_AGE80,continuous,exact_values,59,5702,424,5278,0.07435987372851631,0.021721242781172382
_AGE80,continuous,exact_values,60,6407,571,5836,0.08912127360699235,0.024406875219040943
_AGE80,continuous,exact_values,61,5671,538,5133,0.09486862987127491,0.021603151142060434
_AGE80,continuous,exact_values,62,6674,632,6042,0.09469583458195985,0.025423987078489037
_AGE80,continuous,exact_values,63,6253,625,5628,0.09995202302894611,0.02382022643119448
